Ano,Semana,Producto,Clasificacion_Producto,Responsable,Clientes_Funcionarios,Valor_Funcionario,Clientes_Externos,Valor_Externos
2020,14,BERENJENA,Berenjena,Hugo_Escobar,0,2000,0,2700
2020,15,ACELGA_CHINA,Acelgas,Hugo_Escobar,0,1300,0,2800
2020,15,ACELGA_COMUN,Acelgas,Hugo_Escobar,4,1200,31,1500
2020,15,ACELGA_AMARILLA,Acelgas,Hugo_Escobar,3,1300,6,2200
2020,15,ACELGA_ROJA,Acelgas,Hugo_Escobar,4,1300,9,2200
2020,15,BROCOLI,Brasicas,Rodrigo_Gil,8,1500,22,3200
2020,15,CEBOLLA_CABEZONA,Cebollas,Rodrigo_Gil,7,1500,4,3200
2020,15,CEBOLLA_LARGA,Cebollas,Hugo_Escobar,1,1800,0,3500
2020,15,CILANTRO,Cilantro,Hugo_Escobar,4,1200,18,1600
2020,15,COGOLLOS_DE_TUDELA,Lechugas,Hugo_Escobar,3,1500,31,4500
2020,15,COLIFLOR,Brasicas,Rodrigo_Gil,8,1500,37,2800
2020,15,ESPINACA,Espinaca,Rodrigo_Gil,16,1500,97,2800
2020,15,FRESA,Fresa,Hugo_Escobar,12,2700,20,5300
2020,15,CRESPA_VERDE,Lechugas,Hugo_Escobar,15,1000,50,2000
2020,15,CRESPA_MORADA,Lechugas,Hugo_Escobar,2,1000,26,2000
2020,15,LECHUGA_LISA,Lechugas,Hugo_Escobar,0,1000,0,2000
2020,15,LECHUGA_ROMANA,Lechugas,Hugo_Escobar,3,1200,43,2200
2020,15,RUGULA,Lechugas,Hugo_Escobar,2,1500,6,3500
2020,15,MEZCLA_ASIATICAS,Asiaticas,Hugo_Escobar,4,1800,13,2500
2020,15,PEPINO_EUROPEO,Cucurbitaceas,Hugo_Escobar,16,1200,36,2500
2020,15,PEPINO_KILO_3100,Cucurbitaceas,Hugo_Escobar,0,0,0,3100
2020,15,PEPINO_KILO_6000,Cucurbitaceas,Hugo_Escobar,0,0,0,6000
2020,15,PEREJIL_CRESPO,Perejil,Hugo_Escobar,2,1000,3,1500
2020,15,PEREJIL_LISO,Perejil,Hugo_Escobar,3,1000,3,1500
2020,15,PIMENTON_AMARILLO,Pimenton,Carlos_Bojaca,0,1200,5,1500
2020,15,PIMENTON_ROJO,Pimenton,Carlos_Bojaca,0,1200,6,1500
2020,15,REPOLLO__MORADO,Brasicas,Rodrigo_Gil,0,1800,2,2800
2020,15,REPOLLO_VERDE,Brasicas,Rodrigo_Gil,0,1800,0,2400
2020,15,REPOLLO_RIZADO,Brasicas,Rodrigo_Gil,0,1800,0,3800
2020,15,ROMANESCO,Brasicas,Rodrigo_Gil,4,4000,2,6000
2020,15,TOMATE_DE_ARBOL,TomateArbol,Hugo_Escobar,5,1800,0,3800
2020,15,KALE,Brasicas,Rodrigo_Gil,2,2400,3,3000
2020,15,TOMATE,Tomates,Carlos_Bojaca,9,3000,27,4800
2020,15,CHERRY_AMARILLO,Tomates,Carlos_Bojaca,10,4000,9,5000
2020,15,CHERRY_UVALINA,Tomates,Carlos_Bojaca,9,4000,21,5000
2020,15,COMPOSTAJE_KILOS,Compost,Hugo_Escobar,0,1800,1,6000
2020,15,COMPOSTAJE_BULTO,Compost,Hugo_Escobar,0,30000,5,45000
2020,15,ZUQUINI_AMARILLO,Cucurbitaceas,Hugo_Escobar,7,1800,10,2500
2020,15,ZUQUINI_VERDE,Cucurbitaceas,Hugo_Escobar,0,1800,0,2700
2020,15,APIO,Apio,Hugo_Escobar,0,1500,0,2000
2020,15,MAZORCA,Maiz,Hugo_Escobar,0,2000,0,2700
2020,15,BERENJENA,Berenjena,Hugo_Escobar,0,2000,0,2700
2020,16,ACELGA_CHINA,Acelgas,Hugo_Escobar,0,1300,0,2800
2020,16,ACELGA_COMUN,Acelgas,Hugo_Escobar,1,1200,41,1500
2020,16,ACELGA_AMARILLA,Acelgas,Hugo_Escobar,1,1300,10,2200
2020,16,ACELGA_ROJA,Acelgas,Hugo_Escobar,0,1300,11,2200
2020,16,BROCOLI,Brasicas,Rodrigo_Gil,0,1500,35,3200
2020,16,CEBOLLA_CABEZONA,Cebollas,Rodrigo_Gil,2,1500,3,3200
2020,16,CEBOLLA_LARGA,Cebollas,Hugo_Escobar,0,1800,0,3500
2020,16,CILANTRO,Cilantro,Hugo_Escobar,4,1200,32,1600
2020,16,COGOLLOS_DE_TUDELA,Lechugas,Hugo_Escobar,2,1500,35,4500
2020,16,COLIFLOR,Brasicas,Rodrigo_Gil,0,1500,42,2800
2020,16,ESPINACA,Espinaca,Rodrigo_Gil,8,1500,79,2800
2020,16,FRESA,Fresa,Hugo_Escobar,11,2700,27,5300
2020,16,CRESPA_VERDE,Lechugas,Hugo_Escobar,3,1000,59,2000
2020,16,CRESPA_MORADA,Lechugas,Hugo_Escobar,2,1000,35,2000
2020,16,LECHUGA_LISA,Lechugas,Hugo_Escobar,1,1000,10,2000
2020,16,LECHUGA_ROMANA,Lechugas,Hugo_Escobar,0,1200,34,2200
2020,16,RUGULA,Lechugas,Hugo_Escobar,0,1500,23,3500
2020,16,MEZCLA_ASIATICAS,Asiaticas,Hugo_Escobar,0,1800,11,2500
2020,16,PEPINO_EUROPEO,Cucurbitaceas,Hugo_Escobar,4,1200,30,2500
2020,16,PEPINO_KILO_3100,Cucurbitaceas,Hugo_Escobar,0,0,110,3100
2020,16,PEPINO_KILO_6000,Cucurbitaceas,Hugo_Escobar,0,0,20,6000
2020,16,PEREJIL_CRESPO,Perejil,Hugo_Escobar,0,1000,10,1500
2020,16,PEREJIL_LISO,Perejil,Hugo_Escobar,0,1000,13,1500
2020,16,PIMENTON_AMARILLO,Pimenton,Carlos_Bojaca,3,1200,18,1500
2020,16,PIMENTON_ROJO,Pimenton,Carlos_Bojaca,3,1200,24,1500
2020,16,REPOLLO__MORADO,Brasicas,Rodrigo_Gil,0,1800,5,2800
2020,16,REPOLLO_VERDE,Brasicas,Rodrigo_Gil,0,1800,0,2400
2020,16,REPOLLO_RIZADO,Brasicas,Rodrigo_Gil,0,1800,0,3800
2020,16,ROMANESCO,Brasicas,Rodrigo_Gil,0,4000,1,6000
2020,16,TOMATE_DE_ARBOL,TomateArbol,Hugo_Escobar,3,1800,7,3800
2020,16,KALE,Brasicas,Rodrigo_Gil,0,2400,31,3000
2020,16,TOMATE,Tomates,Carlos_Bojaca,3,3000,37,4800
2020,16,CHERRY_AMARILLO,Tomates,Carlos_Bojaca,1,4000,6,5000
2020,16,CHERRY_UVALINA,Tomates,Carlos_Bojaca,1,4000,26,5000
2020,16,COMPOSTAJE_KILOS,Compost,Hugo_Escobar,0,1800,5,6000
2020,16,COMPOSTAJE_BULTO,Compost,Hugo_Escobar,0,30000,3,45000
2020,16,ZUQUINI_AMARILLO,Cucurbitaceas,Hugo_Escobar,3,1800,32,2500
2020,16,ZUQUINI_VERDE,Cucurbitaceas,Hugo_Escobar,0,1800,9,2700
2020,16,APIO,Apio,Hugo_Escobar,0,1500,0,2000
2020,16,MAZORCA,Maiz,Hugo_Escobar,0,2000,0,2700
2020,16,BERENJENA,Berenjena,Hugo_Escobar,0,2000,0,2700
2020,17,ACELGA_CHINA,Acelgas,Hugo_Escobar,0,1300,0,2800
2020,17,ACELGA_COMUN,Acelgas,Hugo_Escobar,0,1200,14,1500
2020,17,ACELGA_AMARILLA,Acelgas,Hugo_Escobar,0,1300,10,2200
2020,17,ACELGA_ROJA,Acelgas,Hugo_Escobar,0,1300,4,2200
2020,17,BROCOLI,Brasicas,Rodrigo_Gil,1,1500,21,3200
2020,17,CEBOLLA_CABEZONA,Cebollas,Rodrigo_Gil,5,1500,10,3200
2020,17,CEBOLLA_LARGA,Cebollas,Hugo_Escobar,2,1800,0,3500
2020,17,CILANTRO,Cilantro,Hugo_Escobar,10,1200,44,1600
2020,17,COGOLLOS_DE_TUDELA,Lechugas,Hugo_Escobar,1,1500,25,4500
2020,17,COLIFLOR,Brasicas,Rodrigo_Gil,2,1500,16,2800
2020,17,ESPINACA,Espinaca,Rodrigo_Gil,11,1500,79,2800
2020,17,FRESA,Fresa,Hugo_Escobar,10,2700,28,5300
2020,17,CRESPA_VERDE,Lechugas,Hugo_Escobar,6,1000,41,2000
2020,17,CRESPA_MORADA,Lechugas,Hugo_Escobar,1,1000,22,2000
2020,17,LECHUGA_LISA,Lechugas,Hugo_Escobar,0,1000,14,2000
2020,17,LECHUGA_ROMANA,Lechugas,Hugo_Escobar,0,1200,32,2200
2020,17,RUGULA,Lechugas,Hugo_Escobar,0,1500,17,3500
2020,17,MEZCLA_ASIATICAS,Asiaticas,Hugo_Escobar,0,1800,6,2500
2020,17,PEPINO_EUROPEO,Cucurbitaceas,Hugo_Escobar,8,1200,44,2500
2020,17,PEPINO_KILO_3100,Cucurbitaceas,Hugo_Escobar,0,0,40,3100
2020,17,PEPINO_KILO_6000,Cucurbitaceas,Hugo_Escobar,0,0,48,6000
2020,17,PEREJIL_CRESPO,Perejil,Hugo_Escobar,0,1000,8,1500
2020,17,PEREJIL_LISO,Perejil,Hugo_Escobar,5,1000,9,1500
2020,17,PIMENTON_AMARILLO,Pimenton,Carlos_Bojaca,4,1200,25,1500
2020,17,PIMENTON_ROJO,Pimenton,Carlos_Bojaca,1,1200,32,1500
2020,17,REPOLLO__MORADO,Brasicas,Rodrigo_Gil,0,1800,6,2800
2020,17,REPOLLO_VERDE,Brasicas,Rodrigo_Gil,0,1800,0,2400
2020,17,REPOLLO_RIZADO,Brasicas,Rodrigo_Gil,0,1800,0,3800
2020,17,ROMANESCO,Brasicas,Rodrigo_Gil,0,4000,0,6000
2020,17,TOMATE_DE_ARBOL,TomateArbol,Hugo_Escobar,3,1800,2,3800
2020,17,KALE,Brasicas,Rodrigo_Gil,0,2400,17,3000
2020,17,TOMATE,Tomates,Carlos_Bojaca,8,3000,28,4800
2020,17,CHERRY_AMARILLO,Tomates,Carlos_Bojaca,0,4000,10,5000
2020,17,CHERRY_UVALINA,Tomates,Carlos_Bojaca,3,4000,31,5000
2020,17,COMPOSTAJE_KILOS,Compost,Hugo_Escobar,0,1800,2,6000
2020,17,COMPOSTAJE_BULTO,Compost,Hugo_Escobar,0,30000,3,45000
2020,17,ZUQUINI_AMARILLO,Cucurbitaceas,Hugo_Escobar,0,1800,8,2500
2020,17,ZUQUINI_VERDE,Cucurbitaceas,Hugo_Escobar,2,1800,5,2700
2020,17,APIO,Apio,Hugo_Escobar,0,1500,0,2000
2020,17,MAZORCA,Maiz,Hugo_Escobar,0,2000,0,2700
2020,17,BERENJENA,Berenjena,Hugo_Escobar,0,2000,0,2700
2020,18,ACELGA_CHINA,Acelgas,Hugo_Escobar,0,1300,0,2800
2020,18,ACELGA_COMUN,Acelgas,Hugo_Escobar,2,1200,13,1500
2020,18,ACELGA_AMARILLA,Acelgas,Hugo_Escobar,1,1300,7,2200
2020,18,ACELGA_ROJA,Acelgas,Hugo_Escobar,0,1300,8,2200
2020,18,BROCOLI,Brasicas,Rodrigo_Gil,4,1500,36,3200
2020,18,CEBOLLA_CABEZONA,Cebollas,Rodrigo_Gil,2,1500,3,3200
2020,18,CEBOLLA_LARGA,Cebollas,Hugo_Escobar,0,1800,0,3500
2020,18,CILANTRO,Cilantro,Hugo_Escobar,6,1200,49,1600
2020,18,COGOLLOS_DE_TUDELA,Lechugas,Hugo_Escobar,3,1500,16,4500
2020,18,COLIFLOR,Brasicas,Rodrigo_Gil,6,1500,10,2800
2020,18,ESPINACA,Espinaca,Rodrigo_Gil,9,1500,88,2800
2020,18,FRESA,Fresa,Hugo_Escobar,4,2700,25,5300
2020,18,CRESPA_VERDE,Lechugas,Hugo_Escobar,13,1000,20,2000
2020,18,CRESPA_MORADA,Lechugas,Hugo_Escobar,3,1000,13,2000
2020,18,LECHUGA_LISA,Lechugas,Hugo_Escobar,1,1000,24,2000
2020,18,LECHUGA_ROMANA,Lechugas,Hugo_Escobar,0,1200,18,2200
2020,18,RUGULA,Lechugas,Hugo_Escobar,1,1500,23,3500
2020,18,MEZCLA_ASIATICAS,Asiaticas,Hugo_Escobar,1,2000,12,2500
2020,18,PEPINO_EUROPEO,Cucurbitaceas,Hugo_Escobar,11,1200,38,2500
2020,18,PEPINO_KILO_3100,Cucurbitaceas,Hugo_Escobar,0,0,240,3100
2020,18,PEPINO_KILO_6000,Cucurbitaceas,Hugo_Escobar,0,0,5,6000
2020,18,PEREJIL_CRESPO,Perejil,Hugo_Escobar,1,1000,8,1500
2020,18,PEREJIL_LISO,Perejil,Hugo_Escobar,4,1000,11,1500
2020,18,PIMENTON_AMARILLO,Pimenton,Carlos_Bojaca,12,1200,26,1500
2020,18,PIMENTON_ROJO,Pimenton,Carlos_Bojaca,7,1200,26,1500
2020,18,REPOLLO__MORADO,Brasicas,Rodrigo_Gil,0,1800,0,2800
2020,18,REPOLLO_VERDE,Brasicas,Rodrigo_Gil,0,1800,0,2400
2020,18,REPOLLO_RIZADO,Brasicas,Rodrigo_Gil,0,1800,0,3800
2020,18,ROMANESCO,Brasicas,Rodrigo_Gil,0,4000,0,6000
2020,18,TOMATE_DE_ARBOL,TomateArbol,Hugo_Escobar,5,1800,2,3800
2020,18,KALE,Brasicas,Rodrigo_Gil,1,2000,9,3000
2020,18,TOMATE,Tomates,Carlos_Bojaca,4,3000,12,4800
2020,18,CHERRY_AMARILLO,Tomates,Carlos_Bojaca,6,4000,11,5000
2020,18,CHERRY_UVALINA,Tomates,Carlos_Bojaca,5,4000,27,5000
2020,18,COMPOSTAJE_KILOS,Compost,Hugo_Escobar,0,1800,1,6000
2020,18,COMPOSTAJE_BULTO,Compost,Hugo_Escobar,5,30000,0,45000
2020,18,ZUQUINI_AMARILLO,Cucurbitaceas,Hugo_Escobar,2,1800,6,2500
2020,18,ZUQUINI_VERDE,Cucurbitaceas,Hugo_Escobar,0,1800,4,2700
2020,18,APIO,Apio,Hugo_Escobar,0,1500,0,2000
2020,18,MAZORCA,Maiz,Hugo_Escobar,0,2000,0,2700
2020,18,BERENJENA,Berenjena,Hugo_Escobar,0,2000,0,2700
2020,19,ACELGA_CHINA,Acelgas,Hugo_Escobar,0,1300,0,2800
2020,19,ACELGA_COMUN,Acelgas,Hugo_Escobar,5,1200,27,1500
2020,19,ACELGA_AMARILLA,Acelgas,Hugo_Escobar,0,1300,11,2200
2020,19,ACELGA_ROJA,Acelgas,Hugo_Escobar,0,1300,9,2200
2020,19,BROCOLI,Brasicas,Rodrigo_Gil,8,1500,69,3200
2020,19,CEBOLLA_CABEZONA,Cebollas,Rodrigo_Gil,3,1500,5,3200
2020,19,CEBOLLA_LARGA,Cebollas,Hugo_Escobar,0,1800,0,3500
2020,19,CILANTRO,Cilantro,Hugo_Escobar,10,1200,39,1600
2020,19,COGOLLOS_DE_TUDELA,Lechugas,Hugo_Escobar,3,1500,43,4500
2020,19,COLIFLOR,Brasicas,Rodrigo_Gil,1,1500,0,2800
2020,19,ESPINACA,Espinaca,Rodrigo_Gil,6,1500,107,2800
2020,19,FRESA,Fresa,Hugo_Escobar,3,2700,55,5300
2020,19,CRESPA_VERDE,Lechugas,Hugo_Escobar,7,1000,49,2000
2020,19,CRESPA_MORADA,Lechugas,Hugo_Escobar,3,1000,11,2000
2020,19,LECHUGA_LISA,Lechugas,Hugo_Escobar,3,1000,24,2000
2020,19,LECHUGA_ROMANA,Lechugas,Hugo_Escobar,0,1500,22,2200
2020,19,RUGULA,Lechugas,Hugo_Escobar,3,1500,15,3500
2020,19,MEZCLA_ASIATICAS,Asiaticas,Hugo_Escobar,0,2000,7,2500
2020,19,PEPINO_EUROPEO,Cucurbitaceas,Hugo_Escobar,5,1200,55,2500
2020,19,PEPINO_KILO_3100,Cucurbitaceas,Hugo_Escobar,0,3100,300,3100
2020,19,PEPINO_KILO_6000,Cucurbitaceas,Hugo_Escobar,0,6000,20,6000
2020,19,PEREJIL_CRESPO,Perejil,Hugo_Escobar,3,1000,11,1500
2020,19,PEREJIL_LISO,Perejil,Hugo_Escobar,2,1000,20,1500
2020,19,PIMENTON_AMARILLO,Pimenton,Carlos_Bojaca,1,1200,31,1500
2020,19,PIMENTON_ROJO,Pimenton,Carlos_Bojaca,1,1200,13,1500
2020,19,REPOLLO__MORADO,Brasicas,Rodrigo_Gil,0,1800,0,2800
2020,19,REPOLLO_VERDE,Brasicas,Rodrigo_Gil,0,1800,0,2400
2020,19,REPOLLO_RIZADO,Brasicas,Rodrigo_Gil,0,1800,0,3800
2020,19,ROMANESCO,Brasicas,Rodrigo_Gil,0,4000,0,6000
2020,19,TOMATE_DE_ARBOL,TomateArbol,Hugo_Escobar,1,1800,0,3800
2020,19,KALE,Brasicas,Rodrigo_Gil,1,2400,21,3000
2020,19,TOMATE,Tomates,Carlos_Bojaca,5,3000,16,4800
2020,19,CHERRY_AMARILLO,Tomates,Carlos_Bojaca,3,4000,13,5000
2020,19,CHERRY_UVALINA,Tomates,Carlos_Bojaca,5,4000,34,5000
2020,19,COMPOSTAJE_KILOS,Compost,Hugo_Escobar,0,1800,9,6000
2020,19,COMPOSTAJE_BULTO,Compost,Hugo_Escobar,0,30000,4,45000
2020,19,ZUQUINI_AMARILLO,Cucurbitaceas,Hugo_Escobar,1,1800,12,2500
2020,19,ZUQUINI_VERDE,Cucurbitaceas,Hugo_Escobar,0,1800,19,2700
2020,19,APIO,Apio,Hugo_Escobar,0,1500,0,2000
2020,19,MAZORCA,Maiz,Hugo_Escobar,0,2000,0,2700
2020,19,BERENJENA,Berenjena,Hugo_Escobar,0,12000,3,12000
2020,20,ACELGA_CHINA,Acelgas,Hugo_Escobar,0,1300,0,2800
2020,20,ACELGA_COMUN,Acelgas,Hugo_Escobar,0,1200,14,1500
2020,20,ACELGA_AMARILLA,Acelgas,Hugo_Escobar,0,1300,11,2200
2020,20,ACELGA_ROJA,Acelgas,Hugo_Escobar,0,1300,6,2200
2020,20,BROCOLI,Brasicas,Rodrigo_Gil,0,1500,45,3200
2020,20,CEBOLLA_CABEZONA,Cebollas,Rodrigo_Gil,0,1500,0,3200
2020,20,CEBOLLA_LARGA,Cebollas,Hugo_Escobar,0,1800,0,3500
2020,20,CILANTRO,Cilantro,Hugo_Escobar,0,1200,0,1600
2020,20,COGOLLOS_DE_TUDELA,Lechugas,Hugo_Escobar,0,1500,32,4500
2020,20,COLIFLOR,Brasicas,Rodrigo_Gil,0,1500,28,2800
2020,20,ESPINACA,Espinaca,Rodrigo_Gil,0,1500,86,2800
2020,20,FRESA,Fresa,Hugo_Escobar,4,2700,49,5300
2020,20,CRESPA_VERDE,Lechugas,Hugo_Escobar,0,1000,31,2000
2020,20,CRESPA_MORADA,Lechugas,Hugo_Escobar,0,1000,19,2000
2020,20,LECHUGA_LISA,Lechugas,Hugo_Escobar,0,1000,15,2000
2020,20,LECHUGA_ROMANA,Lechugas,Hugo_Escobar,0,1500,25,2200
2020,20,RUGULA,Lechugas,Hugo_Escobar,0,1500,23,3500
2020,20,MEZCLA_ASIATICAS,Asiaticas,Hugo_Escobar,0,2000,7,2500
2020,20,PEPINO_EUROPEO,Cucurbitaceas,Hugo_Escobar,0,1200,45,2500
2020,20,PEPINO_KILO_3100,Cucurbitaceas,Hugo_Escobar,0,3100,40,3100
2020,20,PEPINO_KILO_6000,Cucurbitaceas,Hugo_Escobar,0,6000,30,6000
2020,20,PEREJIL_CRESPO,Perejil,Hugo_Escobar,0,1000,8,1500
2020,20,PEREJIL_LISO,Perejil,Hugo_Escobar,0,1000,0,1500
2020,20,PIMENTON_AMARILLO,Pimenton,Carlos_Bojaca,0,1200,27,1500
2020,20,PIMENTON_ROJO,Pimenton,Carlos_Bojaca,0,1200,35,1500
2020,20,REPOLLO__MORADO,Brasicas,Rodrigo_Gil,0,1800,0,2800
2020,20,REPOLLO_VERDE,Brasicas,Rodrigo_Gil,0,1800,0,2400
2020,20,REPOLLO_RIZADO,Brasicas,Rodrigo_Gil,0,1800,0,3800
2020,20,ROMANESCO,Brasicas,Rodrigo_Gil,0,4000,0,6000
2020,20,TOMATE_DE_ARBOL,TomateArbol,Hugo_Escobar,0,1800,5,3800
2020,20,KALE,Brasicas,Rodrigo_Gil,0,2400,11,3000
2020,20,TOMATE,Tomates,Carlos_Bojaca,0,3000,7,4800
2020,20,CHERRY_AMARILLO,Tomates,Carlos_Bojaca,0,4000,26,5000
2020,20,CHERRY_UVALINA,Tomates,Carlos_Bojaca,0,4000,45,5000
2020,20,COMPOSTAJE_KILOS,Compost,Hugo_Escobar,0,1800,4,6000
2020,20,COMPOSTAJE_BULTO,Compost,Hugo_Escobar,0,30000,7,45000
2020,20,ZUQUINI_AMARILLO,Cucurbitaceas,Hugo_Escobar,0,1800,23,2500
2020,20,ZUQUINI_VERDE,Cucurbitaceas,Hugo_Escobar,0,1800,7,2700
2020,20,APIO,Apio,Hugo_Escobar,0,1500,0,2000
2020,20,MAZORCA,Maiz,Hugo_Escobar,0,2000,0,2700
2020,20,POLEN,Polen,Luz_Stella,0,12000,2,12000
2020,21,ACELGA_CHINA,Acelgas,Hugo_Escobar,0,1300,9,2800
2020,21,ACELGA_COMUN,Acelgas,Hugo_Escobar,2,1200,18,1500
2020,21,ACELGA_AMARILLA,Acelgas,Hugo_Escobar,0,1300,6,2200
2020,21,ACELGA_ROJA,Acelgas,Hugo_Escobar,0,1300,11,2200
2020,21,BROCOLI,Brasicas,Rodrigo_Gil,3,1500,61,3200
2020,21,CEBOLLA_CABEZONA,Cebollas,Rodrigo_Gil,0,1500,4,3200
2020,21,CEBOLLA_LARGA,Cebollas,Hugo_Escobar,0,1800,0,3500
2020,21,CILANTRO,Cilantro,Hugo_Escobar,0,1200,28,1600
2020,21,COGOLLOS_DE_TUDELA,Lechugas,Hugo_Escobar,0,1500,36,4500
2020,21,COLIFLOR,Brasicas,Rodrigo_Gil,4,1500,37,2800
2020,21,ESPINACA,Espinaca,Rodrigo_Gil,4,1500,26,2800
2020,21,FRESA,Fresa,Hugo_Escobar,2,2700,61,5300
2020,21,CRESPA_VERDE,Lechugas,Hugo_Escobar,10,1000,43,2000
2020,21,CRESPA_MORADA,Lechugas,Hugo_Escobar,1,1000,19,2000
2020,21,LECHUGA_LISA,Lechugas,Hugo_Escobar,0,1000,23,2000
2020,21,LECHUGA_ROMANA,Lechugas,Hugo_Escobar,0,1500,30,2200
2020,21,RUGULA,Lechugas,Hugo_Escobar,1,1500,32,3500
2020,21,MEZCLA_ASIATICAS,Asiaticas,Hugo_Escobar,1,2000,11,2500
2020,21,PEPINO_EUROPEO,Cucurbitaceas,Hugo_Escobar,3,1200,87,2500
2020,21,PEPINO_KILO_3100,Cucurbitaceas,Hugo_Escobar,0,3100,20,3100
2020,21,PEPINO_KILO_6000,Cucurbitaceas,Hugo_Escobar,0,6000,30,6000
2020,21,PEREJIL_CRESPO,Perejil,Hugo_Escobar,0,1000,4,1500
2020,21,PEREJIL_LISO,Perejil,Hugo_Escobar,2,1000,1,1500
2020,21,PIMENTON_AMARILLO,Pimenton,Carlos_Bojaca,0,1200,15,1500
2020,21,PIMENTON_ROJO,Pimenton,Carlos_Bojaca,0,1200,49,1500
2020,21,REPOLLO__MORADO,Brasicas,Rodrigo_Gil,0,1800,0,2800
2020,21,REPOLLO_VERDE,Brasicas,Rodrigo_Gil,0,1800,0,2400
2020,21,REPOLLO_RIZADO,Brasicas,Rodrigo_Gil,0,1800,0,3800
2020,21,ROMANESCO,Brasicas,Rodrigo_Gil,0,4000,9,6000
2020,21,TOMATE_DE_ARBOL,TomateArbol,Hugo_Escobar,3,1800,0,3800
2020,21,KALE,Brasicas,Rodrigo_Gil,0,2400,18,3000
2020,21,TOMATE,Tomates,Carlos_Bojaca,0,3000,4,4800
2020,21,CHERRY_AMARILLO,Tomates,Carlos_Bojaca,0,4000,24,5000
2020,21,CHERRY_UVALINA,Tomates,Carlos_Bojaca,0,4000,51,5000
2020,21,COMPOSTAJE_KILOS,Compost,Hugo_Escobar,0,1800,2,6000
2020,21,COMPOSTAJE_BULTO,Compost,Hugo_Escobar,0,30000,9,45000
2020,21,ZUQUINI_AMARILLO,Cucurbitaceas,Hugo_Escobar,0,1800,20,2500
2020,21,ZUQUINI_VERDE,Cucurbitaceas,Hugo_Escobar,0,1800,16,2700
2020,21,TAT_SOI_MORADO,Lechugas,Hugo_Escobar,0,1500,1,3500
2020,21,MAZORCA,Maiz,Hugo_Escobar,0,2000,0,2700
2020,21,POLEN,Polen,Luz_Stella,0,12000,0,12000
